Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2023-001942,39379552416,01/03/2023 1:36:00 AM,,01/03/2023 2:26:06 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,7XX BLOCK OF 1ST AVE,-122.3346078,47.60291195
2023-900095,39398127847,12/30/2022 6:32:00 PM,12/30/2022 6:45:00 PM,01/03/2023 2:32:47 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,U,U3,SANDPOINT,69XX BLOCK OF 62ND AVE NE,-122.2622281,47.67889074
2023-900097,39398929965,01/02/2023 3:33:00 AM,01/02/2023 3:37:00 AM,01/03/2023 2:43:02 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,F,F3,HIGHLAND PARK,81XX BLOCK OF 8TH AVE SW,-122.3454882,47.52920388
2023-900099,39398935759,01/02/2023 4:05:00 PM,,01/03/2023 2:43:10 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B2,BALLARD SOUTH,9XX BLOCK OF NW 45TH ST,-122.3696925,47.66146817
2023-900102,39398958262,11/08/2022 9:00:00 PM,11/09/2022 5:00:00 AM,01/03/2023 2:43:25 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,B,B3,FREMONT,12XX BLOCK OF N 45TH ST,-122.342572,47.66138521
2023-900104,39398967002,01/02/2023 4:50:00 PM,01/02/2023 5:50:00 PM,01/03/2023 2:43:32 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,SLU/CASCADE,JOHN ST / DEXTER AVE N,-122.3423917,47.61971961
2023-900103,39398973542,12/29/2022 6:30:00 PM,12/31/2022 1:30:00 PM,01/03/2023 2:43:38 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,C,C3,CENTRAL AREA/SQUIRE PARK,11XX BLOCK OF 16TH AVE,-122.3114765,47.61222607
2023-900106,39398992010,01/02/2023 1:45:00 PM,01/02/2023 1:45:00 PM,01/03/2023 2:43:48 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K2,DOWNTOWN COMMERCIAL,5XX BLOCK OF 2ND AVE,-122.3322515,47.60201216
2023-900108,39399004811,01/01/2023 12:00:00 PM,01/01/2023 5:00:00 PM,01/03/2023 2:43:59 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L2,NORTHGATE,100XX BLOCK OF 1ST AVE NE,-122.3285137,47.70227193
2023-900107,39399015699,01/02/2023 1:47:00 AM,01/02/2023 1:59:00 AM,01/03/2023 2:44:09 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K2,PIONEER SQUARE,1XX BLOCK OF S WASHINGTON ST,-122.334854,47.600885
2023-002446,39402732044,01/03/2023 10:30:00 AM,01/03/2023 11:00:00 AM,01/03/2023 2:52:10 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,L,L2,NORTHGATE,3XX BLOCK OF NE NORTHGATE WAY,-122.324615,47.708603
2023-900110,39399798792,12/16/2022 6:35:00 PM,12/16/2022 6:35:00 PM,01/03/2023 2:53:05 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,E,E1,CAPITOL HILL,5XX BLOCK OF E HOWELL ST,-122.3248963,47.61774368
2023-900111,39399806437,01/02/2023 1:30:00 PM,01/02/2023 6:00:00 PM,01/03/2023 2:53:12 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,42XX BLOCK OF 7TH AVE NE,-122.3208416,47.65849092
2023-900112,39399818799,01/02/2023 5:00:00 PM,01/02/2023 5:00:00 PM,01/03/2023 2:53:18 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,45XX BLOCK OF 16TH AVE NE,-122.3108434,47.66216819
2023-900113,39399827954,12/31/2022 9:46:00 AM,12/31/2022 5:30:00 PM,01/03/2023 2:53:27 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U2,UNIVERSITY,45XX BLOCK OF 16TH AVE NE,-122.3108434,47.66216819
2023-002524,39404163361,01/03/2023 2:45:00 PM,01/03/2023 2:50:00 PM,01/03/2023 3:42:56 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,O,O1,SODO,22XX BLOCK OF 1ST AVE S,-122.3341993,47.58293703
2023-900115,39405367585,01/02/2023 12:55:00 PM,,01/03/2023 4:03:17 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,D,D2,QUEEN ANNE,12XX BLOCK OF WESTLAKE AVE N,-122.3409938,47.63099174
2023-900116,39405372625,01/02/2023 4:07:00 AM,01/02/2023 4:20:00 AM,01/03/2023 4:03:22 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,C,C3,CENTRAL AREA/SQUIRE PARK,16XX BLOCK OF 21ST AVE,-122.3048675,47.61620162
2023-900118,39405380837,01/01/2023 1:00:00 PM,01/02/2023 3:35:00 PM,01/03/2023 4:03:27 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L2,NORTHGATE,107XX BLOCK OF 8TH AVE NE,-122.3205325,47.70721264
2023-900117,39405392430,01/01/2023 9:00:00 PM,01/02/2023 9:00:00 AM,01/03/2023 4:03:34 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,SLU/CASCADE,6XX BLOCK OF 6TH AVE N,-122.3449565,47.62506737
2023-900120,39405403832,12/30/2022 9:00:00 PM,01/02/2023 9:00:00 PM,01/03/2023 4:03:45 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,M,M2,SLU/CASCADE,19XX BLOCK OF WESTLAKE AVE,-122.3376539,47.61438941
2023-002578,39406198176,11/09/2022 12:00:00 AM,12/13/2022 11:59:00 PM,01/03/2023 4:09:17 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,L,L1,LAKECITY,137XX BLOCK OF 25TH AVE NE,-122.3020677,47.72919787
2023-002591,39406331349,01/01/2023 6:00:00 PM,01/03/2023 3:40:00 PM,01/03/2023 4:09:44 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,S DEARBORN ST / 10TH AVE S,-122.3192155,47.59582498
2023-001983,39379758951,01/03/2023 3:41:00 AM,,01/03/2023 4:10:21 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,QUEEN ANNE,6XX BLOCK OF QUEEN ANNE AVE N,-122.356706,47.62501857
2023-002484,39407396020,01/03/2023 2:29:00 PM,01/03/2023 2:39:00 PM,01/03/2023 4:12:44 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D3,SLU/CASCADE,THOMAS ST / TERRY AVE N,-122.3371611,47.62086897
2023-900121,39406134804,01/02/2023 8:50:00 PM,01/02/2023 8:50:00 PM,01/03/2023 4:13:07 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,O,O2,SODO,27XX BLOCK OF 4TH AVE S,-122.3290571,47.57876777
2023-900124,39406151550,12/31/2022 7:00:00 PM,01/01/2023 11:00:00 AM,01/03/2023 4:13:16 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,FREMONT,N 46TH ST / EVANSTON AVE N,-122.3514841,47.66213668
2023-900123,39406162682,12/31/2022 5:48:00 PM,12/31/2022 5:48:00 PM,01/03/2023 4:13:24 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U1,ROOSEVELT/RAVENNA,24XX BLOCK OF NE 75TH ST,-122.3012964,47.68304722
2023-900125,39406173413,01/02/2023 9:40:00 PM,01/02/2023 9:40:00 PM,01/03/2023 4:13:33 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O1,SODO,S HANFORD ST / 1ST AVE S,-122.334203,47.57557558
2023-900126,39406181359,12/29/2022 4:35:00 PM,12/29/2022 10:45:00 PM,01/03/2023 4:13:41 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,C,C2,MADISON PARK,38XX BLOCK OF E CROCKETT ST,-122.2830865,47.63738282
2023-002382,39413172586,01/02/2023 1:30:00 AM,01/03/2023 8:00:00 AM,01/03/2023 4:32:01 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B1,BALLARD SOUTH,,0,0
2023-002517,39408320444,09/01/2022 12:00:00 AM,12/10/2022 11:59:00 PM,01/03/2023 4:33:32 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J1,BALLARD NORTH,90XX BLOCK OF 13TH AVE NW,-122.3727552,47.69515967
2023-002347,39408317952,01/03/2023 11:55:00 AM,01/03/2023 12:00:00 PM,01/03/2023 4:38:34 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,84XX BLOCK OF 22ND AVE SW,-122.3618143,47.52738466
2023-900127,39409298661,01/01/2023 12:30:00 AM,01/01/2023 1:30:00 AM,01/03/2023 4:52:57 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,E,E3,FIRST HILL,8XX BLOCK OF SENECA ST,-122.3292211,47.60960404
2023-900129,39409316941,01/03/2023 2:45:00 AM,01/03/2023 6:45:00 AM,01/03/2023 4:53:09 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L2,ROOSEVELT/RAVENNA,8XX BLOCK OF NE 78TH ST,-122.318893,47.685305
2023-900130,39409330199,01/02/2023 1:45:00 PM,01/02/2023 1:50:00 PM,01/03/2023 4:53:18 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K2,DOWNTOWN COMMERCIAL,5XX BLOCK OF 2ND AVE,-122.3322515,47.60201216
2023-001994,39379924839,01/03/2023 4:00:00 AM,01/03/2023 4:05:00 AM,01/03/2023 4:55:54 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,U,U1,UNIVERSITY,8XX BLOCK OF NE 56TH ST,-122.3187165,47.66931161
2023-001977,39380017341,01/03/2023 3:00:00 AM,,01/03/2023 5:33:52 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N1,BITTERLAKE,112XX BLOCK OF GREENWOOD AVE N,-122.3555014,47.71143694
2023-002562,39415348431,12/20/2022 10:00:00 PM,01/03/2023 8:00:00 AM,01/03/2023 6:03:31 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,R,R3,HILLMAN CITY,37TH AVE S / S JUNEAU ST,-122.2862729,47.54974802
2023-002281,39416079326,01/03/2023 11:04:00 AM,01/03/2023 11:04:00 AM,01/03/2023 6:15:11 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,L,L1,LAKECITY,123XX BLOCK OF 15TH AVE NE,-122.3126481,47.71850811
2023-900135,39416398208,01/02/2023 11:00:00 PM,01/03/2023 7:00:00 AM,01/03/2023 6:22:50 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L1,LAKECITY,137XX BLOCK OF 20TH AVE NE,-122.3073025,47.7293365
2023-900136,39416404905,01/03/2023 8:55:00 AM,01/03/2023 8:55:00 AM,01/03/2023 6:22:55 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D3,EASTLAKE - WEST,2XX BLOCK OF E BOSTON ST,-122.3240716,47.63824676
2023-900137,39416410889,01/03/2023 5:30:00 AM,01/03/2023 5:45:00 AM,01/03/2023 6:23:01 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R1,NORTH BEACON HILL,20XX BLOCK OF S HANFORD ST,-122.3058518,47.57508584
2022-927396,39380149268,12/31/2022 2:20:00 PM,12/31/2022 2:20:00 PM,01/03/2023 6:33:06 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,C,C3,CENTRAL AREA/SQUIRE PARK,17XX BLOCK OF 25TH AVE,-122.3000684,47.61706727
2022-927397,39380149656,12/31/2022 1:15:00 PM,12/31/2022 2:30:00 PM,01/03/2023 6:33:11 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,K,K2,PIONEER SQUARE,1XX BLOCK OF S WASHINGTON ST,-122.334854,47.600885
2022-927398,39380150678,12/27/2022 7:00:00 PM,12/30/2022 4:30:00 PM,01/03/2023 6:33:16 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,U,U1,UNIVERSITY,18XX BLOCK OF NE 58TH ST,-122.3074862,47.67090888
2022-927399,39380151000,12/30/2022 11:05:00 PM,12/31/2022 10:05:00 AM,01/03/2023 6:33:21 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,W,W2,ALASKA JUNCTION,44XX BLOCK OF 42ND AVE SW,-122.385454,47.56377896
2022-927400,39380151326,12/30/2022 5:00:00 PM,12/31/2022 12:00:00 PM,01/03/2023 6:33:27 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,N 73RD ST / WINONA AVE N,-122.3463906,47.68180317
2023-002694,39418063345,01/03/2023 5:40:00 PM,,01/03/2023 6:35:39 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,B,B1,BALLARD SOUTH,14XX BLOCK OF NW 45TH ST,-122.3748559,47.66147442
2023-002689,39417747613,12/22/2022 6:00:00 PM,12/22/2022 10:30:00 PM,01/03/2023 6:38:04 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,R,R3,HILLMAN CITY,59XX BLOCK OF 37TH AVE S,-122.2862645,47.54889699
2022-927402,39380196539,12/22/2022 4:40:00 PM,12/31/2022 4:40:00 PM,01/03/2023 6:43:12 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C1,MONTLAKE/PORTAGE BAY,BOYER AVE E / E HAMLIN ST,-122.3170739,47.64561513
2022-927406,39380197935,12/31/2022 1:30:00 AM,12/31/2022 6:45:00 PM,01/03/2023 6:43:35 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,D,D3,EASTLAKE - WEST,19XX BLOCK OF FRANKLIN PL E,-122.32399,47.636256
2022-927407,39380198128,12/09/2022 1:45:00 PM,12/09/2022 3:45:00 PM,01/03/2023 6:43:39 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B2,BALLARD SOUTH,3XX BLOCK OF NW 55TH ST,-122.3611708,47.66867756
2022-927409,39380198877,12/30/2022 8:00:00 PM,12/30/2022 8:30:00 PM,01/03/2023 6:43:49 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R3,HILLMAN CITY,39TH AVE S / S GRAHAM ST,-122.2833411,47.54602126
2022-927410,39380199300,12/31/2022 3:00:00 PM,12/31/2022 9:00:00 PM,01/03/2023 6:43:56 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,S,S2,RAINIER BEACH,87XX BLOCK OF RAINIER AVE S,-122.269982,47.52473905
2023-900001,39380288732,12/16/2022 7:00:00 PM,12/31/2022 11:05:00 PM,01/03/2023 7:03:16 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E2,FIRST HILL,10XX BLOCK OF E CHERRY ST,-122.3184217,47.60806471
2023-900001,39513810479,12/16/2022 7:00:00 PM,12/31/2022 11:05:00 PM,01/03/2023 7:03:16 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,E,E2,FIRST HILL,10XX BLOCK OF E CHERRY ST,-122.3184217,47.60806471
2023-900005,39380341318,12/31/2022 11:00:00 PM,01/01/2023 1:00:00 AM,01/03/2023 7:13:01 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D3,SLU/CASCADE,5XX BLOCK OF YALE AVE N,-122.3304395,47.6236993
2023-002092,39380887657,01/02/2023 11:00:00 PM,01/03/2023 6:20:00 AM,01/03/2023 7:55:51 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F3,HIGHLAND PARK,86XX BLOCK OF 8TH AVE SW,-122.3454681,47.52554693
2023-002581,39426032201,01/02/2023 3:00:00 PM,01/03/2023 7:00:00 AM,01/03/2023 8:18:29 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,N,N2,BITTERLAKE,142XX BLOCK OF LINDEN AVE N,-122.347772,47.731677
2023-900008,39380720156,12/31/2022 12:30:00 AM,01/01/2023 9:10:00 AM,01/03/2023 8:23:58 AM,A,PROPERTY,LARCENY-THEFT,Pocket-picking,23A,E,E,E2,FIRST HILL,9XX BLOCK OF 12TH AVE,-122.316779,47.610979
2023-900009,39380721058,12/31/2022 9:30:00 PM,12/31/2022 9:31:00 PM,01/03/2023 8:24:05 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B1,BALLARD SOUTH,47XX BLOCK OF BALLARD AVE NW,-122.3796421,47.66338968
2023-900010,39380721937,12/31/2022 12:30:00 PM,01/01/2023 1:30:00 AM,01/03/2023 8:24:11 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,U,U2,UNIVERSITY,41XX BLOCK OF 12TH AVE NE,-122.3155393,47.65760232
2023-900011,39380723760,01/01/2023 3:30:00 AM,01/01/2023 3:30:00 AM,01/03/2023 8:24:17 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C2,MONTLAKE/PORTAGE BAY,16XX BLOCK OF 26TH AVE E,-122.300012,47.63334059
2023-900013,39380725210,12/31/2022 10:00:00 PM,01/01/2023 7:00:00 AM,01/03/2023 8:24:33 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J3,ROOSEVELT/RAVENNA,1XX BLOCK OF NE 63RD ST,-122.3268198,47.67438485
2023-900016,39380727144,12/31/2022 1:00:00 PM,12/31/2022 1:00:00 PM,01/03/2023 8:24:54 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,43XX BLOCK OF 9TH AVE NE,-122.3187824,47.66038221
2023-900018,39380728418,12/31/2022 9:30:00 PM,01/01/2023 12:30:00 PM,01/03/2023 8:25:08 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,G,G2,CENTRAL AREA/SQUIRE PARK,30XX BLOCK OF E CHERRY ST,-122.2931062,47.6079842
2023-900019,39380729383,12/31/2022 5:20:00 PM,12/31/2022 5:35:00 PM,01/03/2023 8:25:14 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U1,ROOSEVELT/RAVENNA,66XX BLOCK OF ROOSEVELT WAY NE,-122.3173782,47.67691886
2023-900022,39380781945,01/01/2023 1:00:00 AM,01/01/2023 1:45:00 PM,01/03/2023 8:33:09 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,O,O1,SODO,1XX BLOCK OF S HANFORD ST,-122.338411,47.57557588
2023-900022,39500277759,01/01/2023 1:00:00 AM,01/01/2023 1:45:00 PM,01/03/2023 8:33:09 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O1,SODO,1XX BLOCK OF S HANFORD ST,-122.338411,47.57557588
2023-900023,39380784263,11/29/2022 12:59:00 PM,,01/03/2023 8:33:15 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W1,NORTH ADMIRAL,38TH AVE SW / SW HANFORD ST,-122.3802898,47.5755909
2023-900025,39380786544,01/01/2023 11:00:00 AM,01/01/2023 11:15:00 AM,01/03/2023 8:33:31 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J3,ROOSEVELT/RAVENNA,65XX BLOCK OF 5TH AVE NE,-122.3242417,47.67710081
2023-900026,39380787718,12/31/2022 9:30:00 PM,01/01/2023 3:30:00 PM,01/03/2023 8:33:38 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B1,BALLARD SOUTH,NW 48TH ST / LEARY AVE NW,-122.3788932,47.66395682
2023-900027,39380788458,12/19/2022 1:20:00 PM,12/19/2022 5:40:00 PM,01/03/2023 8:33:43 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,N,U,U3,ROOSEVELT/RAVENNA,30XX BLOCK OF NE 45TH ST,-122.2947609,47.6612455
2023-900028,39380970733,12/09/2022 6:00:00 AM,12/09/2022 6:25:00 AM,01/03/2023 8:53:40 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q2,QUEEN ANNE,6XX BLOCK OF W OLYMPIC PL,-122.365566,47.627479
2023-900029,39380972114,01/01/2023 4:45:00 PM,01/01/2023 4:45:00 PM,01/03/2023 8:53:45 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O1,SODO,15XX BLOCK OF 1ST AVE S,-122.334196,47.58927038
2023-900030,39380972784,01/01/2023 1:00:00 AM,01/01/2023 9:00:00 AM,01/03/2023 8:53:53 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,FREMONT,44XX BLOCK OF FRANCIS AVE N,-122.3533197,47.66080943
2023-900031,39380973467,12/30/2022 6:06:00 AM,12/30/2022 9:09:00 AM,01/03/2023 8:53:59 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,SANDPOINT,26XX BLOCK OF NE 87TH ST,-122.2985953,47.69170961
2023-900034,39380974672,12/31/2022 10:28:00 PM,12/31/2022 10:35:00 PM,01/03/2023 8:54:05 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,D,D1,BELLTOWN,1XX BLOCK OF BLANCHARD ST,-122.3447833,47.61293883
2023-900033,39380975975,01/01/2023 5:30:00 AM,01/01/2023 5:42:00 AM,01/03/2023 8:54:19 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,O,O1,SODO,1XX BLOCK OF S HORTON ST,-122.3397225,47.5743877
2023-900035,39380976377,01/01/2023 10:00:00 AM,01/01/2023 4:40:00 PM,01/03/2023 8:54:28 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K2,PIONEER SQUARE,2ND AVE EXT S / S JACKSON ST,-122.3296785,47.59919794
2023-900037,39381052023,01/01/2023 10:30:00 AM,01/01/2023 5:00:00 PM,01/03/2023 9:03:21 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K2,PIONEER SQUARE,EDGAR MARTINEZ DR S / OCCIDENTAL AVE S,-122.3332631,47.59031254
2023-900038,39381054383,01/01/2023 11:00:00 AM,01/01/2023 5:00:00 PM,01/03/2023 9:03:29 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,O,O1,SODO,15XX BLOCK OF 1ST AVE S,-122.334196,47.58927038
2023-900039,39381056026,12/31/2022 11:40:00 PM,01/01/2023 12:25:00 AM,01/03/2023 9:03:36 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B3,WALLINGFORD,21XX BLOCK OF N NORTHLAKE WAY,-122.3324939,47.64829623
2023-900041,39381058653,12/26/2022 3:30:00 AM,12/26/2022 3:45:00 AM,01/03/2023 9:03:49 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,E,G,G3,MADRONA/LESCHI,25XX BLOCK OF S JACKSON ST,-122.299276,47.59926042
2023-900042,39381060390,01/01/2023 5:05:00 PM,01/01/2023 5:05:00 PM,01/03/2023 9:03:55 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,E,E2,CAPITOL HILL,16XX BLOCK OF 11TH AVE,-122.3181689,47.6158384
2023-002050,39381188432,01/03/2023 5:31:00 AM,,01/03/2023 9:07:14 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,W,W2,ALASKA JUNCTION,SW ALASKA ST / 49TH AVE SW,-122.3948668,47.56117234
2023-900044,39381144560,12/31/2022 2:20:00 AM,12/31/2022 2:30:00 AM,01/03/2023 9:13:17 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J3,ROOSEVELT/RAVENNA,68XX BLOCK OF OSWEGO PL NE,-122.3230818,47.67853653
2023-002133,39597485617,01/03/2023 8:20:00 AM,,01/03/2023 9:23:40 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,L,L2,ROOSEVELT/RAVENNA,,0,0
2023-900045,39381674898,01/01/2023 11:35:00 PM,01/01/2023 11:39:00 PM,01/03/2023 10:13:03 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W3,MORGAN,41XX BLOCK OF SW KENYON ST,-122.386012,47.53223361
2023-900047,39381676554,12/31/2022 1:51:00 PM,12/31/2022 2:15:00 PM,01/03/2023 10:13:15 AM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,S,R,R2,CLAREMONT/RAINIER VISTA,44XX BLOCK OF M L KING JR WAY S,-122.2950635,47.56331728
2023-002214,39505694689,01/02/2023 2:00:00 AM,01/03/2023 10:30:00 AM,01/03/2023 10:30:23 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,J,J3,GREENWOOD,3XX BLOCK OF N 84TH ST,-122.3539519,47.68983661
2023-002214,39505843160,01/02/2023 2:00:00 AM,01/03/2023 10:30:00 AM,01/03/2023 10:30:23 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J3,GREENWOOD,3XX BLOCK OF N 84TH ST,-122.3539519,47.68983661
2023-900049,39381812817,01/02/2023 2:30:00 AM,01/02/2023 2:31:00 AM,01/03/2023 10:33:32 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,L,L3,SANDPOINT,100XX BLOCK OF SAND POINT WAY NE,-122.277681,47.70205177
2023-002776,40581645276,12/27/2022 12:00:00 AM,01/03/2023 9:41:00 PM,01/03/2023 10:35:57 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,B,B1,BALLARD SOUTH,54XX BLOCK OF SHILSHOLE AVE NW,-122.3861595,47.66743399
2023-002192,40580845531,01/02/2023 9:45:00 PM,01/03/2023 9:00:00 AM,01/03/2023 10:37:56 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,U,U3,SANDPOINT,73XX BLOCK OF SAND POINT WAY NE,-122.2636469,47.68074482
2023-002192,40580849835,01/02/2023 9:45:00 PM,01/03/2023 9:00:00 AM,01/03/2023 10:37:56 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,SANDPOINT,73XX BLOCK OF SAND POINT WAY NE,-122.2636469,47.68074482
