Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2023-904782,49004873865,03/22/2023 7:25:00 PM,03/22/2023 8:10:00 PM,04/12/2023 5:32:48 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J1,BALLARD NORTH,84XX BLOCK OF SEAVIEW PL NW,-122.4018024,47.68924173
2023-904783,49004903111,03/20/2023 11:55:00 PM,03/20/2023 11:55:00 PM,04/12/2023 5:42:47 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,11XX BLOCK OF WESTERN AVE,-122.3383275,47.60530026
2023-098276,49004922294,04/12/2023 4:15:00 AM,,04/12/2023 5:45:36 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B3,FREMONT,36XX BLOCK OF STONE WAY N,-122.3426268,47.65162002
2023-904962,49009979611,03/26/2023 4:20:00 AM,03/26/2023 5:20:00 AM,04/12/2023 5:52:47 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N3,GREENWOOD,9XX BLOCK OF N 101ST ST,-122.3460043,47.70215819
2023-904967,49010028228,03/26/2023 9:30:00 AM,03/26/2023 10:30:00 AM,04/12/2023 6:03:05 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R3,LAKEWOOD/SEWARD PARK,59XX BLOCK OF LAKE WASHINGTON BLVD S,-122.258073,47.55061696
2023-098554,49013844846,04/11/2023 10:00:00 PM,04/12/2023 10:00:00 AM,04/12/2023 6:06:34 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,W,W3,MORGAN,66XX BLOCK OF 38TH AVE SW,-122.3805623,47.54209589
2023-904790,49005043785,03/23/2023 8:00:00 AM,03/23/2023 8:00:00 AM,04/12/2023 6:22:56 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,GILMAN AVE W / 24TH AVE W,-122.3874612,47.65665754
2023-904794,49005079809,02/03/2023 2:10:00 AM,,04/12/2023 6:33:02 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B1,BALLARD SOUTH,28XX BLOCK OF NW 60TH ST,-122.394303,47.672246
2023-098951,49010212556,04/12/2023 5:57:00 PM,,04/12/2023 6:41:20 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U1,ROOSEVELT/RAVENNA,64XX BLOCK OF 12TH AVE NE,-122.315658,47.675397
2023-904976,49010212526,03/26/2023 1:00:00 AM,03/26/2023 11:30:00 AM,04/12/2023 6:43:22 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N2,NORTHGATE,12XX BLOCK OF N 143RD ST,-122.3428882,47.73231051
2023-904981,49010297236,03/26/2023 1:15:00 PM,03/26/2023 1:30:00 PM,04/12/2023 7:02:46 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,S KING ST / 12TH AVE S,-122.317228,47.5983376
2023-904803,49005308971,03/20/2023 1:35:00 AM,03/20/2023 2:35:00 AM,04/12/2023 7:12:54 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N1,BITTERLAKE,107XX BLOCK OF 3RD AVE NW,-122.3608031,47.70783742
2023-904984,49010344491,03/25/2023 6:00:00 PM,03/26/2023 3:30:00 PM,04/12/2023 7:13:09 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U1,ROOSEVELT/RAVENNA,9TH AVE NE / NE 62ND ST,-122.3187074,47.67334117
2023-904805,49005359417,03/23/2023 9:45:00 AM,03/23/2023 9:46:00 AM,04/12/2023 7:22:51 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C1,CAPITOL HILL,E ALOHA ST / FEDERAL AVE E,-122.319145,47.62681937
2023-904985,49010388391,03/26/2023 7:40:00 AM,,04/12/2023 7:23:01 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,F,F2,SOUTH DELRIDGE,90XX BLOCK OF 18TH AVE SW,-122.3578059,47.521948
2023-098672,49010482619,03/29/2023 12:00:00 AM,04/11/2023 12:00:00 AM,04/12/2023 7:32:20 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,W,W3,ROXHILL/WESTWOOD/ARBOR HEIGHTS,100XX BLOCK OF 40TH AVE SW,-122.383156,47.51291288
2023-904806,49005412841,03/22/2023 8:30:00 PM,03/23/2023 9:40:00 AM,04/12/2023 7:33:05 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C1,CAPITOL HILL,14XX BLOCK OF E VALLEY ST,-122.313593,47.62607829
2023-904986,49010481196,03/26/2023 12:00:00 PM,03/26/2023 4:00:00 PM,04/12/2023 7:42:46 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,UNIVERSITY,35XX BLOCK OF NE 41ST ST,-122.2897425,47.65843202
2023-904812,49005572347,03/23/2023 9:50:00 AM,,04/12/2023 8:03:36 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,13XX BLOCK OF W EMERSON ST,-122.3742547,47.65399728
2023-098376,49005630418,04/12/2023 6:30:00 AM,04/12/2023 7:00:00 AM,04/12/2023 8:11:43 AM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,B,B3,WALLINGFORD,1XX BLOCK OF NE 59TH ST,-122.3268718,47.67155917
2023-904995,49010622435,03/25/2023 10:40:00 PM,03/25/2023 11:40:00 PM,04/12/2023 8:12:46 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,D,D3,SLU/CASCADE,6XX BLOCK OF YALE AVE N,-122.3305621,47.62463779
2023-904814,49005625249,03/23/2023 2:50:00 AM,03/23/2023 3:50:00 AM,04/12/2023 8:13:58 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,,0,0
2023-904998,49010743850,03/24/2023 3:30:00 PM,03/26/2023 4:45:00 PM,04/12/2023 8:42:46 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W3,MORGAN,42XX BLOCK OF SW FRONTENAC ST,-122.3868455,47.5407272
2023-905000,49010795236,03/25/2023 4:30:00 PM,03/25/2023 6:30:00 PM,04/12/2023 8:52:53 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,M,M1,BELLTOWN,20XX BLOCK OF 1ST AVE,-122.3432623,47.61145275
2023-904999,49010836691,03/26/2023 12:00:00 AM,03/26/2023 6:00:00 AM,04/12/2023 9:02:52 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,BIGELOW AVE N / PROSPECT ST,-122.3527576,47.62894389
2023-904837,49005941539,03/22/2023 9:00:00 PM,03/22/2023 9:30:00 PM,04/12/2023 9:03:29 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U1,UNIVERSITY,52XX BLOCK OF 15TH AVE NE,-122.3118988,47.66748414
2023-905004,49010872841,03/25/2023 12:03:00 PM,03/25/2023 12:10:00 PM,04/12/2023 9:12:47 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,42XX BLOCK OF UNIVERSITY WAY NE,-122.3131878,47.65905498
2023-098355,49006073069,04/11/2023 9:00:00 PM,04/12/2023 6:50:00 AM,04/12/2023 9:18:05 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W3,ROXHILL/WESTWOOD/ARBOR HEIGHTS,104XX BLOCK OF 42ND AVE SW,-122.3857199,47.50916983
2023-068759,49006155294,03/13/2023 4:10:00 AM,,04/12/2023 9:31:36 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G2,CENTRAL AREA/SQUIRE PARK,6XX BLOCK OF 23RD AVE,-122.3027722,47.6074384
2023-905009,49010946406,03/26/2023 4:00:00 PM,03/26/2023 10:00:00 PM,04/12/2023 9:32:54 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C1,CAPITOL HILL,13TH AVE / E PINE ST,-122.3155486,47.61527287
2023-904846,49006128239,03/23/2023 6:20:00 PM,03/23/2023 6:30:00 PM,04/12/2023 9:33:07 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N1,BITTERLAKE,9XX BLOCK OF NW CARKEEK PARK RD,-122.3734134,47.71156417
2023-905011,49010982639,03/27/2023 12:00:00 AM,03/27/2023 7:50:00 AM,04/12/2023 9:42:48 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,26XX BLOCK OF 21ST AVE W,-122.3833149,47.64338556
2023-099131,49011066276,04/08/2023 3:30:00 PM,,04/12/2023 10:01:49 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,S,S,S2,BRIGHTON/DUNLAP,42XX BLOCK OF S OTHELLO ST,-122.2800603,47.53705079
2023-905013,49011057357,03/26/2023 8:00:00 PM,03/27/2023 7:30:00 AM,04/12/2023 10:02:49 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,39XX BLOCK OF A S EDMUNDS ST,39.83601485,89.99998854
2023-098406,49006346572,04/12/2023 8:00:00 AM,,04/12/2023 10:04:02 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,E,C,C3,CENTRAL AREA/SQUIRE PARK,22XX BLOCK OF E MADISON ST,-122.3030988,47.61879546
2023-098127,49011133387,04/11/2023 10:39:00 PM,,04/12/2023 10:19:55 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D2,SLU/CASCADE,8XX BLOCK OF VIRGINIA ST,-122.3361655,47.61605329
2023-905021,49011161426,03/25/2023 4:45:00 PM,03/25/2023 8:30:00 PM,04/12/2023 10:32:49 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,SANDPOINT,74XX BLOCK OF SAND POINT WAY NE,-122.263683,47.682525
2023-905024,49011195832,03/26/2023 8:00:00 PM,03/27/2023 6:40:00 AM,04/12/2023 10:42:46 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N1,BITTERLAKE,134XX BLOCK OF GREENWOOD AVE N,-122.3555529,47.72595531
2023-904858,49006695074,03/23/2023 7:00:00 PM,03/24/2023 8:30:00 AM,04/12/2023 10:53:26 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N3,BITTERLAKE,105XX BLOCK OF WHITMAN AVE N,69.02400536,89.99998854
2023-905026,49011266047,03/25/2023 4:30:00 PM,03/25/2023 5:30:00 PM,04/12/2023 11:02:47 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U1,ROOSEVELT/RAVENNA,11TH AVE NE / NE RAVENNA BLVD,-122.3159849,47.67169268
2023-904859,49006776871,03/24/2023 12:00:00 AM,03/24/2023 9:50:00 AM,04/12/2023 11:03:39 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,SLU/CASCADE,5XX BLOCK OF WALL ST,-122.344882,47.617689
2023-099085,49011430053,04/12/2023 6:00:00 PM,04/12/2023 7:30:00 PM,04/12/2023 11:04:23 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,SANDPOINT,,0,0
2023-098580,49006850792,04/12/2023 11:04:00 AM,,04/12/2023 11:11:02 AM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U1,ROOSEVELT/RAVENNA,64XX BLOCK OF 12TH AVE NE,-122.315658,47.675397
2023-905028,49011299505,03/27/2023 9:15:00 AM,03/27/2023 9:35:00 AM,04/12/2023 11:12:56 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,ROOSEVELT/RAVENNA,45XX BLOCK OF UNION BAY PL NE,-122.294113,47.6625502
2023-905032,49011329287,03/25/2023 11:15:00 PM,03/26/2023 8:15:00 AM,04/12/2023 11:22:49 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,6XX BLOCK OF S MAIN ST,-122.3259884,47.60003149
2023-904864,49006915767,03/24/2023 2:00:00 AM,03/24/2023 11:40:00 AM,04/12/2023 11:23:18 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,SLU/CASCADE,6XX BLOCK OF JOHN ST,-122.3443434,47.61972448
2023-905031,49011361961,03/24/2023 8:45:00 PM,03/24/2023 11:30:00 PM,04/12/2023 11:32:47 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,QUEEN ANNE,WESTLAKE E RDWY AVE N / HIGHLAND DR,-122.3407623,47.62971481
2023-904870,49007100427,03/24/2023 11:00:00 AM,03/24/2023 11:30:00 AM,04/12/2023 11:43:02 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,S,R,R1,NORTH BEACON HILL,14TH AVE S / GOLF DR S,-122.3148722,47.59290469
2023-905041,49011430009,03/24/2023 5:30:00 PM,03/25/2023 7:30:00 PM,04/12/2023 11:52:47 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D1,BELLTOWN,23XX BLOCK OF ELLIOTT AVE,-122.3488822,47.61243015
2023-098431,49007288447,04/12/2023 8:42:00 AM,,04/12/2023 12:05:26 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U1,ROOSEVELT/RAVENNA,64XX BLOCK OF 12TH AVE NE,-122.315658,47.675397
2023-904875,49007319306,03/23/2023 8:00:00 PM,03/24/2023 7:00:00 AM,04/12/2023 12:12:51 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G2,CENTRAL AREA/SQUIRE PARK,E SPRUCE ST / 23RD AVE,-122.3024338,47.60350724
2023-904660,49004148962,03/20/2023 5:30:00 PM,03/20/2023 10:30:00 PM,04/12/2023 12:22:49 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,SENECA ST / WESTERN AVE,-122.3386539,47.60565706
2023-098636,49007520350,04/12/2023 12:00:00 PM,,04/12/2023 12:25:59 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,F,F1,HIGH POINT,63XX BLOCK OF 35TH AVE SW,-122.3764226,47.54559328
2023-904880,49007538309,03/24/2023 7:45:00 AM,03/24/2023 1:15:00 PM,04/12/2023 12:32:59 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,C,C2,MADISON PARK,MCGILVRA BLVD E / E MADISON ST,-122.281063,47.63372768
2023-904672,49004200946,03/20/2023 10:00:00 PM,03/21/2023 12:20:00 PM,04/12/2023 12:42:54 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J2,PHINNEY RIDGE,5XX BLOCK OF NW 70TH ST,-122.3629679,47.67955467
2023-098604,49007784477,04/10/2023 7:00:00 PM,04/10/2023 7:01:00 PM,04/12/2023 12:52:39 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,S,S3,RAINIER BEACH,90XX BLOCK OF RAINIER AVE S,-122.2699879,47.52281565
2023-904674,49004226161,03/20/2023 1:00:00 AM,03/20/2023 7:00:00 AM,04/12/2023 12:52:46 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N1,BITTERLAKE,108XX BLOCK OF 12TH AVE NW,-122.3709472,47.70792495
2023-904885,49007710081,03/23/2023 8:00:00 PM,03/24/2023 12:00:00 PM,04/12/2023 12:52:53 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E3,FIRST HILL,TERRY AVE / COLUMBIA ST,-122.3249458,47.60744621
2023-098642,49007812651,04/12/2023 12:14:00 PM,,04/12/2023 12:58:28 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,26XX BLOCK OF SW BARTON ST,-122.367312,47.52102758
2023-099582,49015141475,04/13/2023 12:20:00 PM,,04/13/2023 1:01:28 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,K,K1,DOWNTOWN COMMERCIAL,9XX BLOCK OF 4TH AVE,-122.3325828,47.60573106
2023-905243,49015108602,03/23/2023 3:35:00 PM,03/30/2023 3:35:00 PM,04/13/2023 1:02:41 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E1,CAPITOL HILL,5XX BLOCK OF BELMONT AVE E,-122.324034,47.62371704
2023-099607,49015248280,04/12/2023 7:54:00 PM,,04/13/2023 1:17:26 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U1,ROOSEVELT/RAVENNA,8XX BLOCK OF NE 65TH ST,-122.3190221,47.67584346
2023-905247,49015270375,03/30/2023 1:00:00 AM,03/30/2023 7:00:00 AM,04/13/2023 1:22:39 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J2,PHINNEY RIDGE,1XX BLOCK OF NW 73RD ST,-122.3582054,47.68179866
2023-905055,49011696459,03/26/2023 12:00:00 AM,03/27/2023 5:00:00 AM,04/13/2023 1:22:52 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q2,QUEEN ANNE,4XX BLOCK OF LYNN ST,-122.3476898,47.63910509
2023-905060,49011719706,03/27/2023 12:00:00 AM,03/27/2023 5:00:00 AM,04/13/2023 1:33:08 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N1,BITTERLAKE,140XX BLOCK OF GREENWOOD AVE N,-122.3555652,47.73140585
2023-905252,49015428464,03/30/2023 10:05:00 AM,03/30/2023 11:27:00 AM,04/13/2023 1:43:01 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,M,M2,DOWNTOWN COMMERCIAL,6XX BLOCK OF PINE ST,-122.3348178,47.61236844
2023-905061,49011743853,03/24/2023 9:00:00 PM,03/25/2023 1:00:00 PM,04/13/2023 1:43:02 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D3,SLU/CASCADE,YALE AVE N / REPUBLICAN ST,-122.3304347,47.62312319
2023-905254,49015507154,03/30/2023 3:30:00 PM,03/30/2023 3:30:00 PM,04/13/2023 1:52:49 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,G,G2,MADRONA/LESCHI,2XX BLOCK OF LAKE WASHINGTON BLVD,-122.2844867,47.60330828
2023-905259,49015566770,03/30/2023 8:35:00 PM,03/30/2023 8:35:00 PM,04/13/2023 2:02:45 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D3,EASTLAKE - WEST,19XX BLOCK OF FRANKLIN AVE E,-122.3246841,47.63630629
2023-905067,49011802595,03/27/2023 1:00:00 AM,03/27/2023 5:00:00 AM,04/13/2023 2:02:47 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,J,J1,GREENWOOD,8TH AVE NW / NW 86TH ST,-122.3659972,47.69137921
2023-905068,49011826150,03/27/2023 2:30:00 PM,03/27/2023 3:00:00 PM,04/13/2023 2:12:48 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,38XX BLOCK OF DISCOVERY PARK BLVD,-122.4065007,47.65921111
2023-905261,49015694905,03/30/2023 5:30:00 PM,03/30/2023 10:05:00 PM,04/13/2023 2:22:39 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K2,CHINATOWN/INTERNATIONAL DISTRICT,11XX BLOCK OF AIRPORT WAY S,-122.3242191,47.59284903
2023-905070,49011869296,03/24/2023 5:30:00 AM,03/24/2023 6:00:00 AM,04/13/2023 2:32:46 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B2,BALLARD SOUTH,6XX BLOCK OF NW 62ND ST,-122.3645356,47.67417223
2023-905262,49015773228,03/29/2023 10:00:00 PM,03/30/2023 12:30:00 PM,04/13/2023 2:32:48 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J2,PHINNEY RIDGE,7XX BLOCK OF NW 73RD ST,-122.3650157,47.68178159
2023-905075,49011891611,03/09/2023 4:15:00 PM,03/13/2023 6:15:00 AM,04/13/2023 2:42:59 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,B,B1,BALLARD SOUTH,60XX BLOCK OF 20TH AVE NW,-122.3821289,47.67273202
2023-099694,49015916644,04/13/2023 1:00:00 PM,04/13/2023 1:10:00 PM,04/13/2023 2:48:11 PM,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,M,M3,DOWNTOWN COMMERCIAL,15XX BLOCK OF 4TH AVE,-122.3368905,47.61044025
2023-905265,49015912576,03/31/2023 4:10:00 AM,03/31/2023 4:10:00 AM,04/13/2023 2:53:13 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,SLU/CASCADE,22XX BLOCK OF 5TH AVE,-122.3424249,47.61564896
2023-905077,49011911850,03/26/2023 9:45:00 PM,03/27/2023 8:45:00 AM,04/13/2023 2:53:15 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,K,K1,DOWNTOWN COMMERCIAL,5XX BLOCK OF MADISON ST,-122.3312436,47.6067848
2023-099624,49015963260,04/13/2023 1:09:00 PM,,04/13/2023 3:00:28 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,S,R,R2,MOUNT BAKER,27XX BLOCK OF RAINIER AVE S,-122.2991587,47.57967225
2023-099654,49016570842,04/12/2023 5:00:00 PM,04/13/2023 12:30:00 PM,04/13/2023 3:06:25 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,W,W3,MORGAN,63XX BLOCK OF BEACH DR SW,-122.3978331,47.54809834
2023-099729,49016685498,04/13/2023 2:42:00 PM,,04/13/2023 3:08:02 PM,A,PROPERTY,LARCENY-THEFT,Theft From Building,23D,W,D,D1,BELLTOWN,1XX BLOCK OF CEDAR ST,-122.3501864,47.6161341
2023-905080,49011957787,03/28/2023 12:30:00 AM,03/28/2023 9:45:00 AM,04/13/2023 3:12:46 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,C,C1,EASTLAKE - EAST,10XX BLOCK OF LAKEVIEW BLVD E,-122.3256925,47.62958065
2023-905270,49016068832,03/31/2023 5:00:00 PM,03/31/2023 5:45:00 PM,04/13/2023 3:12:51 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L2,NORTHGATE,5XX BLOCK OF NE NORTHGATE WAY,-122.3219184,47.70858578
2023-099713,49016152462,04/12/2023 11:41:00 PM,,04/13/2023 3:15:21 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D3,SLU/CASCADE,11XX BLOCK OF FAIRVIEW AVE N,-122.328881,47.630301
2023-905081,49011979620,03/22/2023 10:00:00 AM,03/22/2023 10:00:00 AM,04/13/2023 3:23:02 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,U,U3,SANDPOINT,75XX BLOCK OF 37TH AVE NE,-122.288397,47.683951
2023-905271,49016148496,03/31/2023 5:15:00 AM,03/31/2023 6:15:00 AM,04/13/2023 3:24:13 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L2,NORTHGATE,5XX BLOCK OF NE NORTHGATE WAY,-122.3219184,47.70858578
2023-099723,49016321322,04/13/2023 2:36:00 PM,,04/13/2023 3:32:33 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,L,L2,NORTHGATE,,0,0
2023-905281,49016205128,03/30/2023 6:00:00 PM,03/31/2023 5:15:00 AM,04/13/2023 3:32:43 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,SW,W,W2,ALASKA JUNCTION,45XX BLOCK OF 42ND AVE SW,-122.385457,47.561973
2023-905083,49011996372,03/27/2023 9:00:00 PM,03/28/2023 1:00:00 AM,04/13/2023 3:32:46 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U2,UNIVERSITY,45XX BLOCK OF 9TH AVE NE,-122.3184088,47.66221425
2023-905282,49016281036,03/31/2023 5:00:00 AM,03/31/2023 5:45:00 AM,04/13/2023 3:42:59 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L2,NORTHGATE,5XX BLOCK OF NE NORTHGATE WAY,-122.3219184,47.70858578
2023-905084,49012016305,03/23/2023 12:00:00 PM,03/27/2023 8:00:00 AM,04/13/2023 3:43:09 AM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,Q,Q2,QUEEN ANNE,18XX BLOCK OF 6TH AVE W,-122.3650074,47.6353483
2023-905557,49016345364,03/31/2023 5:00:00 AM,03/31/2023 5:45:00 AM,04/13/2023 3:52:52 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,L,L2,NORTHGATE,5XX BLOCK OF NE NORTHGATE WAY,-122.3219184,47.70858578
2023-905085,49012035795,03/27/2023 1:30:00 PM,03/27/2023 2:10:00 PM,04/13/2023 3:52:54 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,B,B1,BALLARD SOUTH,14XX BLOCK OF NW BALLARD WAY,-122.3748569,47.6629319
2023-905086,49012058505,03/28/2023 1:45:00 AM,03/28/2023 2:05:00 AM,04/13/2023 4:02:52 AM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,22XX BLOCK OF W HALLADAY ST,-122.3867713,47.64215119
2023-905287,49016410458,03/30/2023 5:10:00 PM,03/30/2023 9:10:00 PM,04/13/2023 4:03:01 PM,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q3,SLU/CASCADE,6XX BLOCK OF 3RD AVE N,-122.3514838,47.62500382
2023-099788,49016460739,04/13/2023 3:44:00 PM,04/13/2023 4:00:00 PM,04/13/2023 4:09:09 PM,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,L,L2,NORTHGATE,4XX BLOCK OF NE NORTHGATE WAY,-122.3246152,47.7086028
2023-905290,49016467027,03/30/2023 3:00:00 AM,03/30/2023 3:15:00 AM,04/13/2023 4:12:41 PM,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,E,C,C2,MILLER PARK,11XX BLOCK OF 19TH AVE E,-122.3072592,47.62964308
